	tag_info	osm_id	osm_title	description
1996	highway=trunk_link	Q6527	Item:Q6527	The link road (sliproad / ramp) leading to and from a trunk highway
1997	shop=hairdresser	Q4916	Item:Q4916	A hairdressers or barbers shop, where hair is cut
1998	shop=cheese	Q5508	Item:Q5508	A shop mainly selling cheese.
1999	maritime	Q402	Item:Q402	Maritime.
2000	boundary=maritime	Q4866	Item:Q4866	Maritime boundaries under the UN Convention on the Law of the Sea which are not administrative boundaries: the baseline, contiguous zone, and EEZ.
2001	maritime=yes	Q19628	Item:Q19628	Indicates a maritime administrative boundary
2002	route=bus	Q4933	Item:Q4933	The route of a public bus service.
2003	government=data_protection	Q19877	Item:Q19877	An independent public authority that supervises the application of data protection laws. Usually called Data Protection Authority.
2004	fruit	Q294	Item:Q294	Specifies type of fruit orchard. See trees=* instead
2005	craft=pottery	Q5426	Item:Q5426	A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters.
2006	sport=8pin	Q5996	Item:Q5996	Bowling game played in France in department of Aveyron and some places in Paris with only 8 pins
2007	man_made=water_tap	Q6328	Item:Q6328	Publicly usable water tap
2008	tunnel=culvert	Q6202	Item:Q6202	For a stream/drain/ditch passing under a road. Use it on the section of waterway passing under the road.
2009	public_transport:version=2	Q21451	Item:Q21451	The second iteration of public_transport route relations.
2010	industrial=bakery	Q5604	Item:Q5604	Industrial facility that produces flour-based food.
2011	recycling_type=container	Q21244	Item:Q21244	A recycling container
2012	amenity=boat_sharing	Q6369	Item:Q6369	Indicates the location of a boat to share.
2013	tomb=vault	Q19349	Item:Q19349	A burial vault
2014	place=borough	Q5277	Item:Q5277	A part in a larger city grouped into administrative unit.
2015	amenity=give_box	Q21245	Item:Q21245	A small facility where people drop off and pick up various types of items in the sense of free sharing and reuse.
2016	railway=workshop	Q18099	Item:Q18099	Workshop for a railway.
2017	ele:local	Q251	Item:Q251	
2018	crop=flowers	Q7476	Item:Q7476	Indicates that cut flowers are grown in a field or greenhouse.
2019	amenity=language_school	Q6931	Item:Q6931	Educational institution where one studies a foreign language
2020	denomination=jodo_shinshu	Q7775	Item:Q7775	
2021	healthcare:speciality=diagnostic_radiology	Q21859	Item:Q21859	Medical specialty that uses medical imaging to diagnose and treat diseases within the bodies of animals and humans.
2022	natural=termite_mound	Q6643	Item:Q6643	A termite mound is the aboveground part of a termite nest.
2023	fixme	Q281	Item:Q281	Description of a (possible) error in the map.
2024	sport=laser_tag	Q6820	Item:Q6820	Laser tag is a tag game played in an arena.
2025	line=busbar	Q5083	Item:Q5083	Identifies a power line as a busbar, the central connection in a substation
2026	leisure=hackerspace	Q4885	Item:Q4885	A place where people with common interests (science, technology, ...) meet.
2027	internet_access:ssid	Q3497	Item:Q3497	"Specifies the ""ssid"", also know as the network name, of a WLAN wireless internet network (Wi-Fi)"
2028	building=carport	Q6040	Item:Q6040	A carport is a covered structure used to offer limited protection to vehicles, primarily cars, from the elements.
2029	political_division	Q2601	Item:Q2601	Indicates the type of a political boundary.
2030	aerialway	Q55	Item:Q55	Used for various forms of transport for passengers and goods that use wires, including cable-cars, chair-lifts and drag-lifts.
2031	natural=shingle	Q6089	Item:Q6089	An accumulation of rounded rock fragments on a beach or riverbed
2032	amenity=gym	Q7538	Item:Q7538	Using this tag is discouraged, use leisure=fitness_centre instead.
2033	leisure=fitness_centre	Q6812	Item:Q6812	Fitness centre, health club or gym with exercise machines, fitness classes or both, for exercise.
2034	waterway=weir	Q4906	Item:Q4906	A barrier built across a river to control water speed and depth. Designed to let water flow over the top all the time or at least in specific conditions.
2035	natural=moor	Q6076	Item:Q6076	Don't use, see wikipage
2036	leaf_cycle=deciduous	Q6407	Item:Q6407	Deciduous woody vegetation
2037	bridge:movable=submersible	Q891	Item:Q891	A submersible bridge is a type of movable bridge that lowers the bridge deck below the water level to permit waterborne traffic to use the waterway.
2038	power=pole	Q4925	Item:Q4925	A single pole supporting power lines. It's often a wooden or concrete mast designed to support power lines supported by insulators.
2039	sport=rock_climbing	Q18633	Item:Q18633	
2040	network=pl:regional	Q17825	Item:Q17825	
2041	power=switchgear	Q5138	Item:Q5138	A switchgear, which comprises one or more busbar assemblies and a number of bays each connecting a circuit to the busbar assembly.
2042	indoor	Q352	Item:Q352	Key used with the Simple Indoor Tagging scheme.
2043	payment:szep	Q13008	Item:Q13008	
2044	shop=car_repair	Q6291	Item:Q6291	A business where cars are repaired.
2045	shop=toys	Q5022	Item:Q5022	A shop focussed on selling children's toys.
2046	building=ground_station	Q7272	Item:Q7272	A building containing receiving devices to record information from satellites.
2047	building=bridge	Q5300	Item:Q5300	A building used as a bridge.
2048	bdouble	Q85	Item:Q85	Access permission for road train B-double
2049	payment:girocard	Q3926	Item:Q3926	
2050	basin=retention	Q19849	Item:Q19849	A retention basin catches stormwater and retains it, forming an artificial pond.
2051	government=cadaster	Q5779	Item:Q5779	Cadastral office
2052	amenity=ferry_terminal	Q7012	Item:Q7012	A place where people, cars etc. can board and leave a ferry.
2053	amenity=harbourmaster	Q7159	Item:Q7159	A place of harbourmaster.
2054	amenity=letter_box	Q6687	Item:Q6687	Private mailboxes where mailmen or other people deposit letters to specific addresses.
2055	historic:civilization=ancient_roman	Q19493	Item:Q19493	
2056	shop=video	Q4812	Item:Q4812	A shop that sells or rents out videos/DVDs
2057	denomination=polish_catholic	Q17138	Item:Q17138	
2058	building=boathouse	Q5631	Item:Q5631	A building for storing boats
2059	military=range	Q5364	Item:Q5364	Where soldiers practice with their weapons (firing, bombing, artillery, …)
2060	military=training_area	Q6549	Item:Q6549	A military training area/proving ground
2061	historic=fort	Q5712	Item:Q5712	A military fort, a stand-alone defensive structure which differs from a castle in that there is no permanent residence.
2062	building=conservatory	Q5832	Item:Q5832	Conservatory - a building or room having glass or tarpaulin roofing and walls used as an indoor garden or a sunroom (winter garden).
2063	service=spur	Q4811	Item:Q4811	Relatively short lengths of track, built to give one company or entity access to the main line, normally for freight-only use.
2064	club=chess	Q19476	Item:Q19476	A chess club
2065	produce	Q580	Item:Q580	Describes a feature's agricultural output produced though a natural process of growing or breeding.
2066	man_made=monitoring_station	Q6405	Item:Q6405	A station that monitors something.
2067	diameter	Q224	Item:Q224	nominal diameter in millimeter
2068	man_made=nesting_site	Q6545	Item:Q6545	A man made nesting aid that is mounted on a support device.
2069	shop=golf	Q6047	Item:Q6047	Golf equipment shop
2070	craft=atelier	Q19744	Item:Q19744	A place where visual artists work
2071	railway=hump_yard	Q18115	Item:Q18115	
2072	route=hiking	Q5176	Item:Q5176	A signed hiking Route
2073	repair	Q642	Item:Q642	Information whether a dedicated shop does repair
2074	craft=rigger	Q5193	Item:Q5193	The workplace of a person who makes masts, yards, sails, and cordage for sailboats and sailing ships (or possibly a person who works on ropes, booms, lifts, hoists and the like for a stage production)
2075	playground=springy	Q21370	Item:Q21370	spring rider playground equipment
2076	amenity=arts_centre	Q6316	Item:Q6316	An arts centre. A venue where a variety of arts are performed or conducted
2077	location	Q387	Item:Q387	To define the location of a feature which may be above or under ground or in relation to objects such as roofs, bridges or buildings.
2078	network=by:national	Q17854	Item:Q17854	
2079	ref:WDPA	Q1018	Item:Q1018	Reference Number World Database on Protected Areas
2080	ref:lfd	Q4131	Item:Q4131	
2081	ref:natura2000	Q20826	Item:Q20826	
2082	ref:clochers.org	Q4119	Item:Q4119	
2083	cycling	Q8264	Item:Q8264	
2084	roof:shape=hipped	Q16934	Item:Q16934	Used to indicate that a roof is hipped. That is a type of roof where all sides slope downwards to the walls. Part of the Simple 3D buildings tagging scheme.
2085	archaeological_site=megalith	Q22147	Item:Q22147	To specify an archaeological site as a megalith.
2086	traffic_sign=city_limit	Q6840	Item:Q6840	City-limit sign
2087	leisure=marina	Q4905	Item:Q4905	A facility for mooring leisure yachts and motor boats.
2088	heritage:operator=mhs	Q19463	Item:Q19463	Registered national Heritage Site in France
2089	community_centre=youth_centre	Q21620	Item:Q21620	A youth centre
2090	building:part	Q120	Item:Q120	To mark a part of a building, which has attributes, different from such ones at other parts.
2091	roof:shape=round	Q16939	Item:Q16939	Round roof shape.
2092	industrial=heating_station	Q6654	Item:Q6654	Heat production station
2093	industrial=furniture	Q5749	Item:Q5749	Furniture factory
2094	flag:type=advertising	Q19835	Item:Q19835	flag intended to advertise a business
2095	building=supermarket	Q5848	Item:Q5848	A building built as a supermarket
2096	layer	Q377	Item:Q377	Used to mark the vertical relationship between two crossing or overlapping features.
2097	footway=access_aisle	Q19924	Item:Q19924	A marked footpath in a parking lot, typically between two parking spaces, to facilitate access to parked vehicles.
2098	network=US:IN	Q6198	Item:Q6198	State roads in the U.S. state of Indiana.
2099	network=US:CA	Q5583	Item:Q5583	State routes in the U.S. state of California.
2100	network=US:TX:PA	Q21323	Item:Q21323	Principal Arterial State System roads in the U.S. state of Texas
2101	network=US:AR	Q6074	Item:Q6074	State highways in the U.S. state of Arkansas.
2102	network=US:AZ	Q5889	Item:Q5889	State routes in the U.S. state of Arizona.
2103	koatuu	Q1402	Item:Q1402	
2104	twitter	Q797	Item:Q797	The Twitter handle for an element, typically a business
2105	contact:instagram	Q2403	Item:Q2403	
2106	ref:at:bda	Q7879	Item:Q7879	Official identifier for Austrian monuments (Bundesdenkmalamt).
2107	contact:telegram	Q8242	Item:Q8242	
2108	ref:crs	Q13726	Item:Q13726	The UK railway station code
2109	nycdoitt:bin	Q1627	Item:Q1627	Building identification number assigned by the City of New York's Department of Information Technology and Telecommunications (DoITT).
2110	ref:wmo	Q4156	Item:Q4156	
2111	military	Q427	Item:Q427	The military tag is for buildings and land used by the military (Navy, Army, Airforce, Marines).
2112	railway=junction	Q5108	Item:Q5108	A junction where railways diverge or converge.
2113	denomination=church_of_god_in_christ	Q21313	Item:Q21313	Church of God in Christ, a Pentecostal–Holiness Christian denomination
2114	network=US:US	Q5345	Item:Q5345	U.S. routes in the United States.
2115	railway=preserved	Q4965	Item:Q4965	Historical railway. Usually a tourist attraction.
2116	zoo=petting_zoo	Q7017	Item:Q7017	Small zoo or garden for kids to touch and play with animals
2117	denomination=tibetan	Q17083	Item:Q17083	
2118	healthcare:speciality=dental_oral_maxillo_facial_surgery	Q21856	Item:Q21856	Medical specialty focusing on reconstructive surgery of the face, facial trauma surgery, the oral cavity, head and neck, mouth, and jaws, as well as facial cosmetic surgery.
2119	aeroway=helipad	Q5035	Item:Q5035	A landing area or platform designed for helicopters
2120	man_made=mineshaft	Q6828	Item:Q6828	A vertical tunnel into a mine where minerals are extracted.
2121	government=tax	Q5682	Item:Q5682	A tax office
2122	motorboat	Q443	Item:Q443	Access permission for motorboats
2123	payment:contactless	Q3920	Item:Q3920	Used to indicate that a venue has contactless RFID/NFC-based bank card readers.
2124	emergency=fire_hydrant	Q6625	Item:Q6625	An active fire protection measure, and a source of water provided in most urban, suburban and rural areas with municipal water service to enable fire fighters to tap into the municipal water supply to assist in extinguishing a fire.
2125	railway=water_crane	Q6948	Item:Q6948	Water crane for railways.
2126	tourism=hostel	Q4757	Item:Q4757	Cheap accommodation with shared bedrooms.
2127	craft=photographic_laboratory	Q6615	Item:Q6615	A place where photos taken on a film or digital images are transformed into a more permanent form, often on paper or plastic foil.
2128	denomination=mission_covenant_church_of_sweden	Q17146	Item:Q17146	
2129	building=kiosk	Q5109	Item:Q5109	A small one-room building or booth where goods or services are provided.
2130	shop=kiosk	Q5025	Item:Q5025	A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.
2131	building=shrine	Q5286	Item:Q5286	A building that was built as a shrine
2132	fortification_type=hill_fort	Q7010	Item:Q7010	Hill fort - a type of earthworks used as a fortified refuge or defended settlement.
2133	generator:type=pelton_turbine	Q6381	Item:Q6381	Pelton wheel
2134	electrified=rail	Q5458	Item:Q5458	Third rail
2135	cuisine=polish	Q21571	Item:Q21571	
2136	hazmat	Q327	Item:Q327	Restrictions on vehicles transporting hazardous materials.
2137	ice_skates	Q3463	Item:Q3463	Access permission for ice skaters.
2138	sport=ice_skating	Q6543	Item:Q6543	A sport or pastime by moving on ice while using ice skates.
2139	HFCS	Q922	Item:Q922	the highway functional classification of a road in the United States
2140	on_demand	Q3857	Item:Q3857	
2141	club=sport	Q5766	Item:Q5766	A club for the purpose of playing or supporting one or more sports
2142	building=dormitory	Q4821	Item:Q4821	College or university dormitory for shared living of its students.
2143	denomination=shaktism	Q17156	Item:Q17156	
2144	building=bungalow	Q5662	Item:Q5662	Simple single-storey flat house, bungalow, holiday cottage
2145	building=library	Q16468	Item:Q16468	
2146	artwork_type=sculpture	Q6882	Item:Q6882	Sculpture
2147	amenity=police	Q4727	Item:Q4727	A police station is a facility where police officers patrol from and that is a first point of contact for civilians.
2148	industrial=oil	Q5192	Item:Q5192	Oil industry - includes the global processes of exploration, extraction, refining, and marketing petroleum products.
2149	sport=pickleball	Q18602	Item:Q18602	Pickleball, a tennis-like game played with a slower ball on a smaller court.
2150	amenity=financial_advice	Q6398	Item:Q6398	Using this tag is discouraged, use tag:office=financial_advisor instead.
2151	artwork_subject	Q2881	Item:Q2881	The subject of the artwork, if applicable.
2152	protect_class=1a	Q16301	Item:Q16301	A strictly protected area that can serve as a reference area for scientific research and monitoring.
2153	plant:source=hydro	Q19603	Item:Q19603	Hydroelectric power station
2154	leaf_type=needleleaved	Q6973	Item:Q6973	Needleleaved woody vegetation
2155	club=social	Q22002	Item:Q22002	A social club
2156	memorial=bust	Q5350	Item:Q5350	Specifies a memorial as a bust.
2157	payment:apple_pay	Q12950	Item:Q12950	
2158	place=township	Q17989	Item:Q17989	
2159	payment:bancomat	Q12951	Item:Q12951	
2160	MOE:id	Q7926	Item:Q7926	
2161	ref:FR:NAF	Q869	Item:Q869	Alphanumerical coding of the main activity for a French enterprise.
2162	man_made=ice_house	Q21815	Item:Q21815	A dug or built structure to hold ice.
2163	amenity=health_post	Q18162	Item:Q18162	A village or neighborhood health post, without a physician
2164	plant:source=battery	Q19865	Item:Q19865	Battery storage plant
2165	landuse=apiary	Q5787	Item:Q5787	A place where beehives of honey bees are kept.
2166	place=isolated_dwelling	Q6373	Item:Q6373	The smallest kind of settlement (1-2 households).
2167	man_made=threshing_floor	Q21419	Item:Q21419	An open air paved area created to thresh the grain harvest and then winnow it.
2168	kiss_ride	Q11293	Item:Q11293	A place in which cars can stop briefly to discharge or, less commonly, pick up passengers.
2169	department	Q8280	Item:Q8280	Describes the department of a university faculty or a department store.
2170	network=US:MO:Supplemental	Q21396	Item:Q21396	Missouri Supplemental State Routes.
2171	health_facility:type	Q1318	Item:Q1318	A health care facility or one of its parts.
2172	shop=tortilla	Q22155	Item:Q22155	
2173	crossing:whistle=wayside	Q22238	Item:Q22238	A wayside horn is present and functional at a specific railroad crossing
2174	crossing:whistle=yes	Q22239	Item:Q22239	A train must blow its horn (whistle) at this specific railroad crossing
2175	parking_space=disabled	Q21716	Item:Q21716	A parking space specifically designated for use by people with disabilities.
2176	embassy=high_commission	Q19599	Item:Q19599	Bears a sign labeling it as a high commission and is headed by a high commissioner.
2177	boundary=religious_administration	Q6717	Item:Q6717	
2178	embassy=residence	Q19616	Item:Q19616	Official residence of an ambassador or other diplomatic chief of mission
2179	office=courier	Q17928	Item:Q17928	A courier delivery service, which is not a post office or national post.
2180	shelter_type=public_transport	Q6967	Item:Q6967	A small shelter at bus stops or platforms along the rail or bus routes
2181	embassy=delegation	Q19609	Item:Q19609	Bears a sign labeling it as a delegation and is headed by an ambassador.
2182	network=US:DC	Q21357	Item:Q21357	district routes in Washington, D.C.
2183	motorcycle:repair	Q450	Item:Q450	Specifies whether a shop repairs motorcycles.
2184	payment:pikepass	Q12995	Item:Q12995	
2185	playground=basketswing	Q21381	Item:Q21381	
2186	network=US:OH:HOC	Q5271	Item:Q5271	County roads in Hocking County, Ohio, United States.
2187	crossing:whistle=optional	Q22237	Item:Q22237	Trains are not required to blow their horn at this specific railroad crossing, unlike at a normal crossing
2188	healthcare=pharmacy	Q21227	Item:Q21227	A shop where a pharmacist sells prescription medications. Used in addition to tag:amenity=pharmacy.
2189	fcc:registration_number	Q3281	Item:Q3281	The FCC ASR (Antenna Structure Registry) registration number for an antenna site.
2190	fcc:unique_system_identifier	Q3282	Item:Q3282	The FCC ASR (Antenna Structure Registry) database key for an antenna site.
2191	ref:rce	Q4146	Item:Q4146	Rijksdienst voor het Cultureel Erfgoed reference number for properties.
2192	cuisine=sandwich	Q21526	Item:Q21526	A place mainly selling sandwiches (e.g. Subway).
2193	shop=yes	Q5393	Item:Q5393	A shop of unspecified type or an indicator that a feature such as a fuel station has a shop
2194	tourism=apartment	Q5825	Item:Q5825	A furnished apartment or flat with cooking and bathroom facilities that can be rented for holiday vacations.
2195	power=line	Q4766	Item:Q4766	High-voltage power lines used for power transmission, usually supported by towers or pylons
2196	admin_level	Q1074	Item:Q1074	Indicates the level of an administrative boundary.
2197	geological=palaeontological_site	Q6522	Item:Q6522	A palaeontological site.
2198	man_made=ventilation_shaft	Q16779	Item:Q16779	Vertical space allowing air exchange
2199	cuisine=chinese	Q21551	Item:Q21551	Chinese food (any/unspecified region), may include Chinese-Indonesian restaurants (common in the Netherlands).
2200	model	Q3655	Item:Q3655	Model designation of a manufactured object
2201	bridge=boardwalk	Q5968	Item:Q5968	Plank walkway
2202	landuse=hop_garden	Q6673	Item:Q6673	A hop garden (or hop yard, hop field), a piece of farm land where hops are grown.
2203	electrified=4th_rail	Q21676	Item:Q21676	Railway tracks electrified with a 4th rail system
2204	protect_class=6	Q16307	Item:Q16307	A protected area with sustainable use of natural resources.
2205	rack=riggenbach	Q21588	Item:Q21588	
2206	route=subway	Q5771	Item:Q5771	Route of a metro service (subway, underground or elevated rapid transit)
2207	man_made=wastewater_plant	Q6746	Item:Q6746	A wastewater plant is a facility used to treat wastewater.
2208	barrier=sally_port	Q6765	Item:Q6765	A secure, controlled entryway to a fortification or prison.
2209	amenity=bicycle_parking	Q6652	Item:Q6652	A parking space designed for bicycles.
2210	vending=drinks	Q5361	Item:Q5361	A machine vending hot or cold drinks
2211	location=indoor	Q21795	Item:Q21795	Indicate a given feature is indoor
2212	information=visitor_centre	Q21659	Item:Q21659	A place where you can get information about a specific attraction or place of interest.
2213	museum=railway	Q5497	Item:Q5497	Railway museum.
2214	bridge=aqueduct	Q6005	Item:Q6005	A bridge which conveys an artificial waterway over a road, valley or waterway.
2215	amenity=place_of_mourning	Q21593	Item:Q21593	A room or building where families and friends can come, before the funeral, and view the body of the person who has died.
2216	building=university	Q5637	Item:Q5637	A university building.
2217	shop=wine	Q6073	Item:Q6073	Shop selling wine
2218	information=guidepost	Q4919	Item:Q4919	Used to mark a guidepost/signpost
2219	plant:source=waste	Q19584	Item:Q19584	Waste incineration plants
2220	building=museum	Q16435	Item:Q16435	A building which was built as a museum.
2221	network=NZ:UR	Q22120	Item:Q22120	urban routes in New Zealand
2222	subject	Q738	Item:Q738	The subject that the feature is about (explains, commemorates, symbolizes, etc.).
2223	access=public	Q17241	Item:Q17241	Using this tag is discouraged, use access=yes instead.
2224	addr:city	Q1038	Item:Q1038	The name of the largest settlement (city / town / other) that is included in the address.
2225	operator	Q524	Item:Q524	Сompany, corporation, person or any other entity who is directly in charge of the current operation of a map object
2226	denomination=nondenominational	Q17087	Item:Q17087	
2227	landuse=farmyard	Q4877	Item:Q4877	Area of land with farm buildings (farmhouse, sheds, stables, barns, etc.)
2228	shop=dry_cleaning	Q6467	Item:Q6467	A shop or kiosk offering a clothes dry cleaning service.
2229	manufacturer	Q399	Item:Q399	Manufacturer of an object
2230	shop=brewing_supplies	Q6327	Item:Q6327	A shop selling ingredients and equipment for home brewing of beer and wine.
2231	shop=tea	Q5713	Item:Q5713	Shop selling tea
2232	shop=houseware	Q5687	Item:Q5687	A shop selling small household items
2233	shop=paint	Q6146	Item:Q6146	A shop where you can buy paints.
2234	shop=fuel	Q5255	Item:Q5255	A shop selling fuels
2235	shop=craft	Q5157	Item:Q5157	An arts and crafts supply store.
2236	shop=frame	Q5085	Item:Q5085	A shop where you can buy frames.
2237	shop=games	Q5451	Item:Q5451	Shop selling board games, card games, battle games, RPGs.
2238	shop=lottery	Q5472	Item:Q5472	A shop of which the main or only purpose is the sale of lottery tickets.
2239	leisure=wildlife_hide	Q6224	Item:Q6224	A place to observe wildlife.
2240	leisure=swimming_area	Q6858	Item:Q6858	An official open-space natural place where you can swim
2241	building=transportation	Q5830	Item:Q5830	A building related to the public transportation.
2242	payment:jcb	Q7876	Item:Q7876	
2243	payment:mipay	Q20688	Item:Q20688	
2244	building=civic	Q5584	Item:Q5584	A building hosting any civic amenity (town hall, library, swimming pool).
2245	import	Q1339	Item:Q1339	Unnecessary duplicate of key source.
2246	network=US:OH:HOL	Q6134	Item:Q6134	County routes in Holmes County, Ohio, United States.
2247	network=US:OH:MAH	Q6175	Item:Q6175	County roads in Mahoning County, Ohio, United States.
2248	network=US:OH:MOE	Q5987	Item:Q5987	County roads in Monroe County, Ohio, United States.
2249	network=US:OH:MRW	Q5208	Item:Q5208	County roads in Morrow County, Ohio, United States.
2250	network=US:OH:POR	Q5421	Item:Q5421	County roads in Portage County, Ohio, United States.
2251	network=US:OH:WAY	Q5936	Item:Q5936	County routes in Wayne County, Ohio, United States.
2252	network=US:OH:GAL	Q21402	Item:Q21402	county roads in Gallia County, Ohio, United States
2253	flag:type=military	Q19811	Item:Q19811	flag of a military force or unit, often found near a military installation or war memorial
2254	wetland=tidalflat	Q4940	Item:Q4940	Tidally inundated areas of bare mud or similar sediments.
2255	highway=tertiary	Q4780	Item:Q4780	A road linking small settlements, or the local centres of a large town or city.
2256	disused=yes	Q6096	Item:Q6096	A feature that has fallen into disuse, but which is still useful for navigation and visible in the landscape.
2257	barrier=wedge	Q22024	Item:Q22024	A wedge-shaped barrier that rises out of the ground to block traffic.
2258	boules=petanque	Q19486	Item:Q19486	
2259	club=sailing	Q21621	Item:Q21621	A sailing club
2260	railway=border	Q18097	Item:Q18097	The point where two different railway systems meet each other.
2261	landcover=gravel	Q7524	Item:Q7524	Using this tag is discouraged, use natural=scree, natural=shingle, or surface=gravel + another feature such as amenity=parking or natural=beach instead.
2262	network=US:NY:Fulton	Q5433	Item:Q5433	County routes in Fulton County, New York, United States.
2263	network=US:NY:Saratoga	Q5355	Item:Q5355	County routes in Saratoga County, New York, United States.
2264	aeroway	Q57	Item:Q57	For physical infrastructure used to support aircraft, air travel, spacecraft and space flight
2265	shop=e-cigarette	Q5950	Item:Q5950	A shop selling electronic cigarettes
2266	sport=running	Q6112	Item:Q6112	A hard court track used for running.
2267	diplomatic=honorary_consulate	Q6841	Item:Q6841	A Honorary consulate
2268	cuisine=barbecue	Q21127	Item:Q21127	Barbecue is a style of cooking normally meats by roasting, smoking or grilling.
2269	building=townhall	Q16547	Item:Q16547	A townhall building.
2270	highway=bus_guideway	Q6934	Item:Q6934	"A busway that is side guided ""rails like"", not suitable for other traffic."
2271	shop=computer	Q4967	Item:Q4967	A shop selling computers, peripherals, software, ...
2272	shop=gas	Q5435	Item:Q5435	A shop selling and/or refilling bottled gas.
2273	shop=window_blind	Q6800	Item:Q6800	A shop that sells window blinds.
2274	shop=hunting	Q5152	Item:Q5152	Shop where you can buy gun and hunting equipment.
2275	shop=religion	Q5773	Item:Q5773	A shop selling merchandise related to religion
2276	amenity=waste_transfer_station	Q6965	Item:Q6965	A location that accepts, consolidates and transfers waste in bulk, usually from government or commercial collections.
2277	amenity=car_pooling	Q6936	Item:Q6936	Car pooling station or spot, where you meet to get in (or where you get dropped off) someone's car or to pick up (or drop off) someone.
2278	openbenches:id	Q520	Item:Q520	For benches listed on OpenBenches.org.
2279	name:carnaval	Q11934	Item:Q11934	the established seasonal nickname of a city with a Burgundian carnival (carnaval) tradition
2280	comment	Q164	Item:Q164	A description of a changeset primarily for other mappers.
2281	building=hotel	Q5388	Item:Q5388	A building designed with separate rooms available for overnight accommodation.
2282	dog=leashed	Q21756	Item:Q21756	Indicates that dogs are allowed if on leash.
2283	information=board	Q4994	Item:Q4994	An information board
2284	government=treasury	Q17315	Item:Q17315	A finance ministry, a department of the treasury or a treasurer's office.
2285	opening_hours:covid19	Q21147	Item:Q21147	Defines opening hours during the coronavirus pandemic
2286	takeaway:covid19	Q22039	Item:Q22039	Used for places that offer takeaway during the coronavirus pandemic
2287	vehicle	Q808	Item:Q808	Access permission for all vehicles
2288	network=US:TX:Loop	Q5890	Item:Q5890	State highway loops in the U.S. state of Texas.
2289	network=US:TX:RM	Q5173	Item:Q5173	Ranch to Market Roads in the U.S. state of Texas.
2290	network=US:HI	Q6037	Item:Q6037	State routes in the U.S. state of Hawaii.
2291	network=JP:prefectural:nagano	Q5215	Item:Q5215	Nagano Prefectural Route in Japan.
2292	network=US:ND	Q6127	Item:Q6127	State highways in the U.S. state of North Dakota.
2293	network=US:OR	Q5864	Item:Q5864	State routes in the U.S. state of Oregon.
2294	network=US:RI	Q6044	Item:Q6044	State routes in the U.S. state of Rhode Island.
2295	network=US:WA	Q5403	Item:Q5403	State routes in the U.S. state of Washington.
2296	payment:nc_quick_pass	Q21364	Item:Q21364	NC Quick Pass electronic toll collection system used by the North Carolina Turnpike Authority
2297	playground=water	Q21389	Item:Q21389	
2298	tourism=camp_pitch	Q18821	Item:Q18821	A tent or caravan pitch location within a campsite or caravan site
2299	network=US:OH:FAY	Q6000	Item:Q6000	County routes in Fayette County, Ohio, United States.
2300	network=US:OH:LIC	Q6157	Item:Q6157	County roads in Licking County, Ohio, United States.
2301	network=US:OH:PER	Q6200	Item:Q6200	County roads in Perry County, Ohio, United States.
2302	network=US:OH:SEN	Q5982	Item:Q5982	County roads in Seneca County, Ohio, United States.
2303	network=US:OH:UNI	Q6190	Item:Q6190	County routes in Union County, Ohio, United States.
2304	network=US:OH:VIN	Q5424	Item:Q5424	County roads in Vinton County, Ohio, United States.
2305	cycle_network=US:NC	Q6439	Item:Q6439	State bike routes in the U.S. state of North Carolina.
2306	ref:isil	Q612	Item:Q612	Reference a library by ISIL
2307	distance	Q239	Item:Q239	Distance (i.e. extent; length from start to finish) of a route given in kilometers, or distance along a route marked by milestone.
2308	pump	Q585	Item:Q585	To designate the technology of a well.
2309	site_type=megalith	Q6255	Item:Q6255	To specify an archaeological site as a megalith - large stone(s) that has been used to construct a structure or monument.
2310	leisure=firepit	Q5644	Item:Q5644	A fire ring or fire pit, often at a campsite or picnic site
2311	place=locality	Q5003	Item:Q5003	A named place that has no population.
2312	shop=laundry	Q4957	Item:Q4957	A shop to get your normal clothes washed.
2313	railway=vacancy_detection	Q18078	Item:Q18078	
2314	opening_hours=24/7	Q6924	Item:Q6924	Describes something as open all the time, without interruptions.
2315	aerialway=gondola	Q4825	Item:Q4825	An aerialway where the cabins go around in a circle
2316	marker=plate	Q19827	Item:Q19827	A kind of sign installed on walls or at least on a not dedicated support indicating what is installed underground or indoor nearby
2317	tourism=information	Q4804	Item:Q4804	Information for tourists and visitors, including information offices
2318	man_made=guard_stone	Q21618	Item:Q21618	A guard stone: a stone built onto or into the corner of a building or wall to prevent carriages from damaging the structure, often found on either side of an entrance to a laneway, or alongside a wall to protect it.
2319	megalith_type=long_barrow	Q6253	Item:Q6253	Long barrow - collective tomb with tumulus.
2320	barrier=spikes	Q5626	Item:Q5626	Spikes on the ground preventing unauthorized access.
2321	natural=coastline	Q4719	Item:Q4719	The line between sea and land indicating mean high water (springs): the water lies on the right side of the way
2322	man_made=clearcut	Q6509	Item:Q6509	An area where all trees have been uniformly cut down.
2323	railway:position	Q590	Item:Q590	The location of railway objects
2324	healthcare:speciality=child_psychiatry	Q21854	Item:Q21854	Branch of psychiatry that focuses on the diagnosis, treatment, and prevention of mental disorders in children, adolescents, and their families.
2325	information=map	Q5894	Item:Q5894	A board with a map
2326	tower:type=radar	Q5910	Item:Q5910	radar tower
